Benchmark , L1-dcache-load-misses , L1-icache-load-misses , LLC-load-misses , LLC-store-misses , branch-instructions , branch-misses , context-switches , cpu_clk_unhalted.ref_tsc , cycles , dTLB-load-misses , dTLB-store-misses , dtlb_load_misses.stlb_hit , dtlb_store_misses.stlb_hit , iTLB-load-misses , instructions , instructions:k , itlb.itlb_flush , l2_rqsts.all_code_rd , l2_rqsts.code_rd_miss , mem_inst_retired.all_loads , mem_inst_retired.all_stores , mem_load_retired.l3_miss , msr/tsc/ , offcore_response.demand_code_rd.l3_hit.any_snoop , offcore_response.demand_code_rd.l3_hit.hit_other_core_no_fwd , offcore_response.demand_code_rd.l3_hit.hitm_other_core , offcore_response.demand_code_rd.l3_hit.no_snoop_needed , offcore_response.demand_code_rd.l3_hit.snoop_hit_with_fwd , offcore_response.demand_code_rd.l3_miss.any_snoop , page-faults , tlb_flush.dtlb_thread , tlb_flush.stlb_any , uops_executed.core_cycles_ge_1 , uops_executed.thread , uops_executed.x87 , uops_retired.retire_slots 
PerfLabTests.DelegatePerf.DelegateInvoke , 0.00735005922969 , 0.00717544738869 , 0.000536545066653 , 0.000111071901271 , 0.224849546905 , 0.00192724866069 , 1.92630367592e-07 , 0.49440267037 , 0.609257043361 , 0.000154627352713 , 9.92230234054e-05 , 0.00658901466055 , 0.000636070385353 , 5.20007530574e-05 , 1.75097002729e+11 , 0.044347283854 , 3.9034820091e-06 , 0.00700145275986 , 0.0016511601255 , 0.265612400367 , 0.103495048873 , 0.000442759560653 , 0.495829829597 , 0.00138573918581 , 9.79000196053e-08 , 8.06530082177e-07 , 0.00134240526872 , 3.5306578089e-05 , 0.000281302376582 , 8.60950773859e-06 , 2.65141488869e-05 , 1.4847924062e-05 , 0.421493956954 , 1.15358744773 , 0.000773107876721 , 1.01993038808 
BenchmarksGame.ReverseComplement_6.RunBench , 0.00931753169967 , 0.0147567680294 , 0.000563944566858 , 0.000114546050505 , 0.216753543279 , 0.00347869705988 , 5.53818060903e-07 , 0.690608355233 , 0.677758196951 , 0.000223078766332 , 0.000105360331036 , 0.0078566392021 , 0.000856072589177 , 0.000116726870455 , 88325035699.0 , 0.0725002402923 , 7.96487648641e-06 , 0.0143714894305 , 0.00383604903546 , 0.273274650081 , 0.119875189817 , 0.000430916723654 , 0.694486690162 , 0.00321336800777 , 1.93003035494e-07 , 1.60524135516e-06 , 0.00312005295915 , 0.000103032531241 , 0.000635672021592 , 1.19352909586e-05 , 5.18071231309e-05 , 2.27483859372e-05 , 0.416098835026 , 1.19697081591 , 0.000723927089233 , 0.982325329702 
ByteMark.BenchEmFloat , 0.00154352942877 , 0.00287904958087 , 6.17546735844e-05 , 1.33150236887e-05 , 0.198517550064 , 0.0116922792683 , 9.02259508653e-08 , 0.455505605318 , 0.636413015273 , 2.75018034422e-05 , 1.09037623168e-05 , 0.00108190232447 , 0.000119197140535 , 1.77414282009e-05 , 4.19657533524e+11 , 0.0106969421287 , 1.52912303185e-06 , 0.00280616672864 , 0.000682845606496 , 0.204433675201 , 0.137009283075 , 4.62568772136e-05 , 0.456379025799 , 0.000571194542815 , 4.08380611116e-08 , 3.36703117929e-07 , 0.000556078052598 , 1.46011104544e-05 , 0.000114520727405 , 1.23681802074e-06 , 6.09683085757e-06 , 3.0808621238e-06 , 0.459199458954 , 1.61309946712 , 7.42574540205e-05 , 0.93438646648 
CscBench.CompileTest , 0.0122545108634 , 0.0351689068562 , 0.000462837786923 , 8.58274026254e-05 , 0.207299609417 , 0.00571765043998 , 1.55595327047e-06 , 1.05580666455 , 0.977776244485 , 0.000310136025888 , 7.76525050912e-05 , 0.012730287836 , 0.0015611849594 , 0.00022126898635 , 92058034594.0 , 0.109675335592 , 8.74437525796e-06 , 0.0327661444903 , 0.0081900169423 , 0.292055400689 , 0.150143594722 , 0.000336425170672 , 1.06281199051 , 0.00739609377935 , 2.02415792192e-07 , 1.65775861578e-06 , 0.00710466318214 , 0.000300137430935 , 0.000950553619637 , 7.3463984212e-06 , 0.000165329762547 , 1.84102561767e-05 , 0.509034339367 , 1.32291802303 , 0.000776421257691 , 1.07814411802 
Inlining.NoThrowInline.Test , 0.00608345282013 , 0.00679145764687 , 0.000414823972893 , 9.17832357556e-05 , 0.236461821051 , 0.00175781684534 , 1.84042101688e-07 , 0.469375171649 , 0.592485965938 , 0.000121972215641 , 7.73129227713e-05 , 0.00549100555623 , 0.00054011353153 , 4.68351267271e-05 , 1.82545187714e+11 , 0.0376857069811 , 3.73000246419e-06 , 0.00661733854574 , 0.00157405807076 , 0.321768549276 , 0.113596577394 , 0.000345573081328 , 0.4707340411 , 0.00131553409875 , 9.39931652807e-08 , 7.75298444031e-07 , 0.00126522691117 , 3.44851380572e-05 , 0.000272879666804 , 6.83237403088e-06 , 2.23468175255e-05 , 1.23488273136e-05 , 0.405554867078 , 1.16390651781 , 0.000605480124588 , 0.981971333207 
PerfLabTests.LowLevelPerf.GenericClassWithIntGenericInstanceField , 0.00646775420947 , 0.00551097715761 , 0.000491482504223 , 0.000104162258395 , 0.194847606245 , 0.00154563193246 , 1.47707335343e-07 , 0.430439552767 , 0.555132896071 , 0.000146480305939 , 9.43295038383e-05 , 0.0059244340075 , 0.000564778771329 , 3.97789430183e-05 , 2.30699443064e+11 , 0.0373879010649 , 3.03873295353e-06 , 0.00538336401036 , 0.00126277385906 , 0.266457018498 , 0.117391270275 , 0.000412911001149 , 0.431622105296 , 0.00104487574742 , 7.37626401433e-08 , 6.08488681791e-07 , 0.00102166733855 , 2.64949837712e-05 , 0.000217489978882 , 7.60588312089e-06 , 2.26924821771e-05 , 1.28685442868e-05 , 0.357358202083 , 1.12547531876 , 0.000715018869613 , 0.926695776321 
PerfLabTests.CastingPerf.ObjObjIsFoo , 0.00610932137936 , 0.00659293058382 , 0.000430422662081 , 8.98265505684e-05 , 0.212383933445 , 0.00172854294795 , 1.79175670708e-07 , 0.440343584761 , 0.509553074898 , 0.000123505847114 , 7.97326058154e-05 , 0.0057393773869 , 0.000544709880088 , 4.58266101885e-05 , 1.88496573595e+11 , 0.0377335996424 , 3.62216133152e-06 , 0.00644336475107 , 0.00152587616058 , 0.265524000885 , 0.129134566734 , 0.000350713621681 , 0.441678472437 , 0.00126664699759 , 8.98000408027e-08 , 7.4975898662e-07 , 0.00123827359059 , 3.30613808047e-05 , 0.000262957904511 , 6.97538939262e-06 , 2.25187488507e-05 , 1.24926249591e-05 , 0.347595380279 , 1.11715390245 , 0.00062017041886 , 0.960937478663 
Span.IndexerBench.Ref , 0.00663633878578 , 0.0049908919832 , 0.00052038721349 , 0.000109211334356 , 0.197343245215 , 0.00151537575154 , 1.35880919342e-07 , 0.425005150659 , 0.545386928311 , 0.000154488126552 , 9.94418170199e-05 , 0.0061964972766 , 0.000597973802725 , 3.71936170723e-05 , 2.5782133481e+11 , 0.0380141268845 , 2.88778273741e-06 , 0.00487681191677 , 0.00114402405145 , 0.234025037441 , 0.0799054073364 , 0.000436938537623 , 0.426128249782 , 0.000950776390095 , 6.77562235603e-08 , 5.50625494607e-07 , 0.000920871510401 , 2.43181155067e-05 , 0.000198584799189 , 8.20017475109e-06 , 2.30751151932e-05 , 1.3391281224e-05 , 0.362659260278 , 1.02594217668 , 0.000764950228597 , 0.941767875494 
PerfLabTests.CastingPerf2.CastingPerf.ObjrefValueTypeObj , 0.00710943443867 , 0.00552658695635 , 0.000556306953341 , 0.000118402336598 , 0.231214107058 , 0.0015952831552 , 1.48035673861e-07 , 0.444015809437 , 0.575338608671 , 0.000164002307919 , 0.000106426303565 , 0.00689524643492 , 0.000665473749711 , 4.13483231888e-05 , 2.32153501272e+11 , 0.0408711586171 , 3.14085721734e-06 , 0.00537909844632 , 0.00125764574904 , 0.312025466901 , 0.102539146946 , 0.000462745857424 , 0.44522903375 , 0.00104452018458 , 7.45498125386e-08 , 6.04212295879e-07 , 0.00101111373171 , 2.63867870458e-05 , 0.000217665073855 , 8.75236422827e-06 , 2.49563972469e-05 , 1.44211092301e-05 , 0.376309863204 , 1.16155978668 , 0.000818188521643 , 0.958143302445 
Benchstone.BenchF.Trap.Test , 0.00661169316069 , 0.00911966417383 , 0.000424329858498 , 9.10694403326e-05 , 0.196336093361 , 0.00247197669429 , 2.47254331849e-07 , 0.509273701139 , 0.597743715586 , 0.000127873165602 , 7.57883705313e-05 , 0.0059001954752 , 0.000583939852127 , 5.98904421101e-05 , 1.33494122239e+11 , 0.0439859114957 , 4.94334873275e-06 , 0.00889821985475 , 0.00212890253319 , 0.270947504814 , 0.112114511763 , 0.00033962576209 , 0.51091733379 , 0.00177036232784 , 1.307248567e-07 , 1.06033132865e-06 , 0.00173769408053 , 4.60445141472e-05 , 0.00035433933125 , 7.09546595845e-06 , 2.57144505123e-05 , 1.3782831552e-05 , 0.410715438548 , 1.20157869067 , 0.000596006608123 , 1.02933175278 
PerfLabTests.CastingPerf.FooObjIsFoo , 0.0063142030147 , 0.00676360330481 , 0.000443797658046 , 9.42594595879e-05 , 0.21203242263 , 0.00176639357739 , 1.84229174719e-07 , 0.434721198014 , 0.522210923836 , 0.000127298648992 , 8.21906722844e-05 , 0.00574866115461 , 0.00056493467211 , 4.70676552965e-05 , 1.83521421358e+11 , 0.0389141654536 , 3.71630731145e-06 , 0.00659861646144 , 0.00156584849264 , 0.2871955356 , 0.129991557544 , 0.000363329651147 , 0.436016418459 , 0.00130452770161 , 9.26976255639e-08 , 7.72808966662e-07 , 0.00127569324751 , 3.36261563055e-05 , 0.000265757728112 , 7.21358297143e-06 , 2.32773099096e-05 , 1.29141872511e-05 , 0.359470893081 , 1.15208865994 , 0.000640771846305 , 0.982525201329 
BenchmarksGame.Mandelbrot_2.Bench , 0.0029463652714 , 0.00497668696199 , 0.000169267945427 , 3.42264882563e-05 , 0.126601834625 , 0.00134763271991 , 1.42718079622e-07 , 0.457180147965 , 0.595095513023 , 5.79275612937e-05 , 2.96177661291e-05 , 0.00257756431152 , 0.000259039951895 , 3.23414226853e-05 , 2.43318856952e+11 , 0.0211641940148 , 2.72345517442e-06 , 0.00484523675135 , 0.0011642806544 , 0.178186998472 , 0.0719672231999 , 0.000135394331589 , 0.458312672692 , 0.000971071966883 , 7.10631317959e-08 , 5.81097584343e-07 , 0.000944738052281 , 2.50826963288e-05 , 0.000194236606205 , 2.9939479789e-06 , 1.23220823801e-05 , 6.44681641057e-06 , 0.47891307836 , 1.03585348122 , 0.000240230612342 , 1.07228049755 
PerfLabTests.GetMember.GetField , 0.00666314248738 , 0.00640086814849 , 0.000488748413539 , 0.000107821256551 , 0.21097059816 , 0.00174225662971 , 1.72042925393e-07 , 0.456489716781 , 0.558238563189 , 0.000142226308491 , 9.12751167845e-05 , 0.00629984846331 , 0.000611403247315 , 4.67902969756e-05 , 1.96142909817e+11 , 0.0398579715183 , 3.49878565909e-06 , 0.00622631177512 , 0.00147430274829 , 0.27085137276 , 0.129906193661 , 0.000407983918841 , 0.457758034704 , 0.00122691695165 , 8.77625401604e-08 , 7.13709203818e-07 , 0.00119094708658 , 3.14807708612e-05 , 0.000253403016435 , 7.71724556046e-06 , 2.41409592853e-05 , 1.35794661275e-05 , 0.371395572774 , 1.11996034168 , 0.002042848994 , 0.972794834231 
PerfLabTests.CastingPerf.IntObj , 0.00632764665148 , 0.00642047550029 , 0.000449579891701 , 9.63619409417e-05 , 0.212137845625 , 0.00170885355493 , 1.75278188216e-07 , 0.430003224294 , 0.539770483357 , 0.000129944586539 , 8.39073140958e-05 , 0.00597701197399 , 0.000586906832962 , 4.59674360897e-05 , 1.93509531022e+11 , 0.0381431964825 , 3.59713548125e-06 , 0.00629068372793 , 0.00148555919433 , 0.282983396662 , 0.127522595686 , 0.000372119216142 , 0.431255546475 , 0.00123682288276 , 8.88069952381e-08 , 7.28780640701e-07 , 0.00120630388988 , 3.151795143e-05 , 0.000253684801677 , 7.22549939848e-06 , 2.30123807157e-05 , 1.28058446884e-05 , 0.360317223848 , 1.12954783488 , 0.000656632814564 , 0.966134957656 
Span.Sorting.BubbleSortArray , 0.00776937141196 , 0.00543198021293 , 0.000618739451728 , 0.000133778766508 , 0.216315884889 , 0.00236969802688 , 1.4817738654e-07 , 0.46704828457 , 0.583855530707 , 0.000182307345304 , 0.000117352470439 , 0.00706312206946 , 0.00069959384541 , 4.10978183932e-05 , 2.39321267759e+11 , 0.0435825729517 , 3.11873243439e-06 , 0.00529874129397 , 0.00122990404804 , 0.248523999317 , 0.102373038328 , 0.000514801806599 , 0.468289206001 , 0.00101922135163 , 7.2910360886e-08 , 5.85117241402e-07 , 0.000997916843063 , 2.58215120531e-05 , 0.000215262799175 , 9.54974466499e-06 , 2.67312013675e-05 , 1.54831371014e-05 , 0.374613302969 , 1.116668265 , 0.000895121699822 , 0.946867505249 
ByteMark.BenchNeural , 0.00248057263342 , 0.00516492012719 , 0.000124372191278 , 2.29416951031e-05 , 0.155877848852 , 0.00140690287529 , 1.41486220712e-07 , 0.332259093477 , 0.408991397694 , 5.11865883462e-05 , 1.89707861447e-05 , 0.00207808588658 , 0.000208092122343 , 3.23171296007e-05 , 2.30559554393e+11 , 0.0190857228389 , 2.79276650102e-06 , 0.00504542165716 , 0.00122244201825 , 0.357397669595 , 0.053433677075 , 9.24942280364e-05 , 0.333221127358 , 0.00102165426031 , 7.33953535109e-08 , 6.11915651778e-07 , 0.000998369452118 , 2.63433671877e-05 , 0.000201752875184 , 2.22752859387e-06 , 1.08732167123e-05 , 5.58441398531e-06 , 0.334663767156 , 1.07994721034 , 0.000157695481741 , 0.943339047456 
Benchstone.BenchF.MatInv4.Test , 0.00542910909876 , 0.00780581097732 , 0.000331226151525 , 7.06054373353e-05 , 0.19805055 , 0.00200401707811 , 2.13298646357e-07 , 0.424110842816 , 0.518362924704 , 0.000104754321872 , 6.07427652021e-05 , 0.00476512707379 , 0.000479821447693 , 5.08404353015e-05 , 1.55631554944e+11 , 0.0365110261543 , 4.24381161158e-06 , 0.00762339331781 , 0.00182957786486 , 0.237518500572 , 0.0907983917149 , 0.000267454334791 , 0.425531444017 , 0.00152916888921 , 1.10703770879e-07 , 9.07277448014e-07 , 0.00148530065823 , 3.92554646273e-05 , 0.000308089847314 , 5.74440704086e-06 , 2.13855924089e-05 , 1.13883203226e-05 , 0.343810646532 , 1.06851453133 , 0.000474714623436 , 0.935533532929 
PerfLabTests.CastingPerf2.CastingPerf.IFooFooIsIFoo , 0.00750169365477 , 0.00600586734771 , 0.000578790092864 , 0.000123424175254 , 0.236058267737 , 0.00171249522188 , 1.59518156386e-07 , 0.475248753928 , 0.598943020955 , 0.00016925608097 , 0.000110835624935 , 0.00691508603498 , 0.000679197373407 , 4.90293509163e-05 , 2.12790824374e+11 , 0.0431968778966 , 3.32160468892e-06 , 0.00586912461886 , 0.00136942439063 , 0.276000180312 , 0.106451187826 , 0.00048189521001 , 0.476524756452 , 0.00114503300467 , 8.08070557111e-08 , 6.65926270162e-07 , 0.00110802373032 , 2.85018962535e-05 , 0.000232852239497 , 9.03735396325e-06 , 2.60207319385e-05 , 1.49161600804e-05 , 0.395404122868 , 1.12843801203 , 0.000849963265719 , 0.949803200832 
Devirtualization.EqualityComparer.ValueTupleCompare , 0.00604158583679 , 0.00704332431767 , 0.00041185334128 , 8.99142453504e-05 , 0.207798552917 , 0.00181219312655 , 1.91941947157e-07 , 0.470062549655 , 0.569401708775 , 0.000121023841338 , 7.66941845197e-05 , 0.00559750904032 , 0.000566889613017 , 4.83986925316e-05 , 1.75193596283e+11 , 0.037956796944 , 3.9129227012e-06 , 0.00688145390915 , 0.0016365133948 , 0.29852553234 , 0.137560992892 , 0.000340030088222 , 0.471538653796 , 0.00137257366766 , 1.00985426268e-07 , 8.05514602098e-07 , 0.00133484965182 , 3.41406770961e-05 , 0.000273642142276 , 6.75357447477e-06 , 2.2657380659e-05 , 1.24832873256e-05 , 0.397923407962 , 1.18688737574 , 0.000606443353263 , 1.01889425341 
Benchstone.BenchF.DMath.Test , 0.00358581745127 , 0.00543955729624 , 0.000216020111706 , 4.47280471306e-05 , 0.206130724274 , 0.00152010148432 , 1.50518869755e-07 , 0.385769779644 , 0.479371985084 , 6.97464268128e-05 , 3.88892496342e-05 , 0.0032767513916 , 0.000319124130938 , 3.73443135295e-05 , 2.22530238598e+11 , 0.0246017267698 , 2.99576365082e-06 , 0.00530729744165 , 0.00127309977639 , 0.271917621705 , 0.0980922089893 , 0.000174635331561 , 0.386853391981 , 0.00107139030858 , 7.96206399257e-08 , 6.29231338995e-07 , 0.00104149208872 , 2.71389544093e-05 , 0.00021141380289 , 3.72675194717e-06 , 1.43386266069e-05 , 7.6262579445e-06 , 0.382512307636 , 1.14994787971 , 0.000306962556776 , 1.07021248842 
PerfLabTests.GetMember.GetMethod5 , 0.00720102954296 , 0.00666660098006 , 0.000526575975658 , 0.00011465372595 , 0.208540073073 , 0.00185345966823 , 1.80053370811e-07 , 0.47374873752 , 0.592240122141 , 0.000152383478705 , 9.98439581605e-05 , 0.00688448962599 , 0.000665418188701 , 5.10785122598e-05 , 1.88471895012e+11 , 0.0427996579463 , 3.66882818235e-06 , 0.00650814225072 , 0.00153186725788 , 0.266913857182 , 0.129667542635 , 0.000437540950043 , 0.475121285464 , 0.00127922642251 , 9.30748852442e-08 , 7.55460117759e-07 , 0.00124110149678 , 3.27550853118e-05 , 0.000262486059244 , 8.43735878975e-06 , 2.55467320456e-05 , 1.4362130756e-05 , 0.391541318218 , 1.18658426532 , 0.00155489901018 , 1.0259566944 
PerfLabTests.LowLevelPerf.InterfaceInterfaceMethod , 0.00740737971542 , 0.00662734344417 , 0.000565431551251 , 0.000116779730091 , 0.231805074902 , 0.00183060172192 , 1.80239039672e-07 , 0.489308917519 , 0.612004830152 , 0.000166460543192 , 0.000107379221004 , 0.00682768491403 , 0.000658278370546 , 4.79463035741e-05 , 1.901419363e+11 , 0.0441112827513 , 3.62145780883e-06 , 0.00649170256188 , 0.0015222219024 , 0.273139142225 , 0.123092086993 , 0.000468991821243 , 0.490656282819 , 0.00127435230605 , 9.05797023799e-08 , 7.38669242215e-07 , 0.0012318620056 , 3.20481431849e-05 , 0.000262883049225 , 8.87384988726e-06 , 2.65790919055e-05 , 1.495392366e-05 , 0.409653439734 , 1.17998253986 , 0.000817517734514 , 1.00712446729 
BenchmarksGame.KNucleotide_1.RunBench , 0.0080071753637 , 0.0100177177217 , 0.000365322737124 , 7.61643991673e-05 , 0.202145229394 , 0.00287702769424 , 2.70893354947e-07 , 0.559529699431 , 0.657942689609 , 0.000119083514533 , 6.10808477345e-05 , 0.00661760375971 , 0.000648557814993 , 6.42564563162e-05 , 1.20899975588e+11 , 0.0430073181546 , 5.48971161303e-06 , 0.00976883069046 , 0.00236636761595 , 0.260422506662 , 0.113106490837 , 0.000287546402147 , 0.561390076904 , 0.00197070150628 , 1.40694817491e-07 , 1.16601346952e-06 , 0.00192554640204 , 5.11103494434e-05 , 0.000394335017589 , 6.24683335399e-06 , 2.52107495074e-05 , 1.30902342395e-05 , 0.429214996137 , 1.25945572987 , 0.00269861379552 , 1.06147716216 
Benchstone.BenchI.EightQueens.Test , 0.00562673224022 , 0.00720442986881 , 0.000368685415302 , 7.94021629885e-05 , 0.227474886764 , 0.00183029410872 , 1.94804450327e-07 , 0.432402787845 , 0.504077973155 , 0.000112757743404 , 7.0042802788e-05 , 0.00506499418806 , 0.000507721436553 , 4.86740426036e-05 , 1.71038186982e+11 , 0.0369771777145 , 3.8935515615e-06 , 0.0070384812143 , 0.00167656486578 , 0.26894036244 , 0.124718998619 , 0.00029940809654 , 0.433756116526 , 0.00139793899958 , 1.01877833877e-07 , 8.29405424035e-07 , 0.00135603440432 , 3.63677147762e-05 , 0.000286420429639 , 6.33193100973e-06 , 2.17482602315e-05 , 1.17956699355e-05 , 0.356149783998 , 1.16034444593 , 0.000527891148715 , 0.99431611326 
PerfLabTests.CastingPerf.IFooFooIsIFoo , 0.00735030589931 , 0.0077213235063 , 0.00051998827534 , 0.00010975820894 , 0.238347618887 , 0.00203486928656 , 2.07856782791e-07 , 0.503904927247 , 0.60848320096 , 0.000148371803559 , 9.60926088549e-05 , 0.00678785243733 , 0.000671161138589 , 5.27900203374e-05 , 1.61178286078e+11 , 0.0448085671882 , 4.20173223378e-06 , 0.0075240225933 , 0.00178049052377 , 0.284962806347 , 0.111706946265 , 0.000421889893823 , 0.505424533169 , 0.00149140523733 , 1.04691521486e-07 , 8.75589407445e-07 , 0.00144703782796 , 3.78557568049e-05 , 0.000304512600266 , 8.35460552886e-06 , 2.68556026083e-05 , 1.49392580018e-05 , 0.412705691831 , 1.15475476361 , 0.000747655176962 , 0.96079829605 
PerfLabTests.LowLevelPerf.InterfaceInterfaceMethodLongHierarchy , 0.00734066173074 , 0.00653444316925 , 0.000556460434937 , 0.00011861267899 , 0.230589171295 , 0.00179905584559 , 1.75597897533e-07 , 0.480030695436 , 0.593468305518 , 0.000164605707775 , 0.000106833074934 , 0.0067899121607 , 0.000670807087563 , 4.88079151988e-05 , 1.93607101666e+11 , 0.0435793956131 , 3.62198490637e-06 , 0.00635634382939 , 0.00149621328715 , 0.268324993123 , 0.112956567635 , 0.000464307193416 , 0.481417085685 , 0.00124537540165 , 8.88758720725e-08 , 7.26848337634e-07 , 0.00121349868356 , 3.20288251135e-05 , 0.000259349133208 , 8.81306514749e-06 , 2.60860988907e-05 , 1.46997242121e-05 , 0.40431784754 , 1.17220563204 , 0.000806889890173 , 1.00692400263 
Benchstone.BenchI.MulMatrix.Test , 0.0108661095626 , 0.00575270195307 , 0.000314834552007 , 6.63420071411e-05 , 0.191719354026 , 0.00181600010332 , 1.56458127608e-07 , 0.374260342076 , 0.456578174529 , 9.33544702801e-05 , 5.76576783166e-05 , 0.00426331609071 , 0.000425812867584 , 3.99776472809e-05 , 2.13239161877e+11 , 0.0298327159468 , 3.16609760636e-06 , 0.00561839776265 , 0.00133858467407 , 0.306814170465 , 0.085277723763 , 0.000256279214939 , 0.375367746953 , 0.00111141346605 , 8.165479477e-08 , 6.59747481474e-07 , 0.00108715721333 , 2.9136852468e-05 , 0.000227573216725 , 5.12934392713e-06 , 1.76518701671e-05 , 9.65133225006e-06 , 0.334264654713 , 1.12706338458 , 0.000455343939384 , 0.940317393424 
Benchstone.BenchI.QuickSort.Test , 0.00794287784723 , 0.00949941872119 , 0.000529079123774 , 0.000115793365942 , 0.230710419881 , 0.00584269418699 , 2.52230930566e-07 , 0.588310027884 , 0.699897333935 , 0.000159417289893 , 0.000103706675945 , 0.00731882988519 , 0.000735538450659 , 6.62952870121e-05 , 1.30622362317e+11 , 0.0515994327958 , 5.24355085799e-06 , 0.00925566987577 , 0.00219678159168 , 0.251674358455 , 0.110444998338 , 0.000431846293387 , 0.59009289368 , 0.00183394185919 , 1.29870565033e-07 , 1.07238911864e-06 , 0.00179295856273 , 4.75939409587e-05 , 0.000374571613406 , 9.34001635217e-06 , 3.07162872331e-05 , 1.71210653393e-05 , 0.447490190777 , 1.28884570847 , 0.00389956818239 , 0.982975575885 
PerfLabTests.CastingPerf2.CastingPerf.FooObjIsDescendant , 0.00730012464743 , 0.00589263965469 , 0.000565298909924 , 0.000119797237711 , 0.24480726497 , 0.00169697149387 , 1.58429285963e-07 , 0.462242002942 , 0.589795927706 , 0.000165300752838 , 0.000108294346719 , 0.00677679671384 , 0.000666859864459 , 4.42767992495e-05 , 2.1690434184e+11 , 0.0422257604034 , 3.21332433499e-06 , 0.00573012899814 , 0.00134218233499 , 0.256806626269 , 0.0967605478985 , 0.000472062021126 , 0.463556079994 , 0.00111580676508 , 7.9329901163e-08 , 6.43159094081e-07 , 0.00108284996975 , 2.85749143951e-05 , 0.000232667214367 , 8.84257080209e-06 , 2.55955641685e-05 , 1.4583811339e-05 , 0.374936368512 , 1.05992174194 , 0.00083056311124 , 0.91442756898 
PerfLabTests.LowLevelPerf.StructWithInterfaceInterfaceMethod , 0.00787200707842 , 0.00690542735685 , 0.000597429915972 , 0.000125126175879 , 0.236165021203 , 0.0019084700965 , 1.86978695919e-07 , 0.510279533039 , 0.633258985275 , 0.000176767048097 , 0.000115018263371 , 0.00739419428206 , 0.000733853198637 , 4.89224750242e-05 , 1.84218848199e+11 , 0.0464907596086 , 3.80544122848e-06 , 0.00673037388476 , 0.00157766369642 , 0.263601700813 , 0.119311384942 , 0.000497202951248 , 0.511756047281 , 0.0013187637279 , 9.54408312281e-08 , 7.71913413802e-07 , 0.00127610452078 , 3.41337711177e-05 , 0.000272148981986 , 9.45497714826e-06 , 2.79193581454e-05 , 1.58384661967e-05 , 0.429586875733 , 1.16843249899 , 0.000863464252193 , 0.973365181625 
PerfLabTests.LowLevelPerf.InstanceDelegate , 0.00740521536289 , 0.0063721035771 , 0.000563154581968 , 0.000118361003867 , 0.232824504959 , 0.00178386160758 , 1.71473227254e-07 , 0.492413615159 , 0.599213504756 , 0.000167518066656 , 0.000108440703546 , 0.00682145793684 , 0.000672561855985 , 4.76074139678e-05 , 1.98911518412e+11 , 0.043669225575 , 3.52235509333e-06 , 0.00623010908515 , 0.0014625721342 , 0.284625330795 , 0.117265313986 , 0.000469093503206 , 0.493762073595 , 0.00121181581602 , 8.72297398286e-08 , 7.08495923841e-07 , 0.00118414134023 , 3.14893327948e-05 , 0.00025337056598 , 8.92115255148e-06 , 2.62197334857e-05 , 1.48658862172e-05 , 0.400270214639 , 1.16408810986 , 0.000817463509897 , 0.984453703306 
Span.Sorting.QuickSortArray , 0.00890025523172 , 0.00622178414169 , 0.000707260821693 , 0.000153163574146 , 0.217441746623 , 0.0018955706676 , 1.68177666244e-07 , 0.491385286985 , 0.618098003955 , 0.000207247076234 , 0.000133369400704 , 0.00838173752718 , 0.000848616427363 , 4.6496998053e-05 , 2.09248949554e+11 , 0.0498126243702 , 3.56853404326e-06 , 0.00605333606548 , 0.00140947825367 , 0.263173037157 , 0.106289415638 , 0.000596560017463 , 0.492742427729 , 0.00117369623371 , 8.20219171307e-08 , 6.69441831362e-07 , 0.00114235195211 , 3.01659483283e-05 , 0.000247483450265 , 1.09397634009e-05 , 3.0292405355e-05 , 1.76157347879e-05 , 0.384186091033 , 1.12434037923 , 0.00101995380361 , 0.964747074011 
PerfLabTests.EnumPerf.ObjectGetType , 0.00632962972791 , 0.00607274366541 , 0.000455248863001 , 0.000102313272408 , 0.257964249971 , 0.00163834118529 , 1.69571400805e-07 , 0.486853389166 , 0.616978500238 , 0.000132182439956 , 8.5505508366e-05 , 0.00565563528123 , 0.000554778947588 , 4.38107087211e-05 , 2.06780151804e+11 , 0.0377585038404 , 3.34684443339e-06 , 0.00592385628076 , 0.00140117407533 , 0.311564453686 , 0.117145439123 , 0.000383137652762 , 0.488168646054 , 0.00116743670461 , 8.26191481675e-08 , 6.84833620464e-07 , 0.00114306131869 , 2.98603804385e-05 , 0.000239023134323 , 7.27839682324e-06 , 2.23883866977e-05 , 1.25797180112e-05 , 0.420075136991 , 1.15381188278 , 0.000665031855332 , 0.980282666226 
SciMark2.kernel.benchSparseMult , 0.0100475460735 , 0.00329105513906 , 0.000340862204773 , 7.14418165873e-05 , 0.183746682471 , 0.000962609484806 , 9.02251501374e-08 , 0.316885918156 , 0.424029239443 , 9.96030257232e-05 , 6.43619315164e-05 , 0.00396268134899 , 0.000381239599195 , 2.45599294733e-05 , 3.90611708003e+11 , 0.0244034116098 , 1.89617716219e-06 , 0.0031892480601 , 0.000747884041913 , 0.247081877802 , 0.0609539099986 , 0.000283281460163 , 0.317673070491 , 0.000619767943561 , 4.43944706334e-08 , 3.60337381385e-07 , 0.000603045144766 , 1.60647156023e-05 , 0.000129965856015 , 5.22788477191e-06 , 1.48896509778e-05 , 8.55284655209e-06 , 0.304896079969 , 1.01569080907 , 0.000495775034471 , 0.909649240194 
